,Cd79a,Cx3cr1,Il10,Il10ra,Dataset
2051,0.0,1736.2921000000001,0.0,2232.0532,Infected
2054,1223.2029,5218.461499999999,0.0,785.6063,Infected
2055,0.0,6191.659799999999,0.0,913.8128,Infected
2057,0.0,2322.3773,0.0,2430.538,Infected
2066,0.0,1697.0597,0.0,1177.1978,Infected
2067,0.0,1707.9866,0.0,3537.4418,Infected
2073,0.0,886.8848,1819.7,1707.7384,Infected
2077,657.621,1287.6371,0.0,2328.844,Infected
2079,689.687,1587.3809,0.0,737.9741,Infected
2087,0.0,2172.8263,2348.2685,1267.7568,Infected
2091,1468.9231,6079.7835000000005,1153.1981,1480.1397,Infected
2092,0.0,1586.3703,2493.8254,1116.7888,Infected
2094,0.0,1835.8698,0.0,2783.3557,Infected
2095,841.9801,1377.1999,0.0,631.54,Infected
2101,0.0,718.5289,2614.1423,673.5251,Infected
2102,0.0,1494.9649,2923.188,633.6119,Infected
2109,0.0,726.5806,0.0,836.6283,Infected
2114,0.0,2801.7403,1054.2937,3081.9488,Infected
2127,0.0,1524.4470000000001,2395.0771,1720.4803,Infected
2128,0.0,2841.1255,6025.504400000001,727.2832,Infected
2129,0.0,1718.3958,1636.7173,1399.0742,Infected
2132,0.0,5395.1596,3995.2110000000002,1798.1106,Infected
2138,0.0,2269.8536,3435.1270999999997,1653.005,Infected
2146,0.0,1411.3114,1391.5671,522.2,Infected
2147,0.0,650.5704,0.0,616.3116,Infected
2150,0.0,1308.7789,1677.8402,2216.7209,Infected
2155,0.0,916.9859,5643.5507,621.9341,Infected
2157,0.0,1459.4317999999998,5479.330199999999,1151.5575,Infected
2160,0.0,693.7764,884.879,676.2736,Infected
2161,0.0,2928.702,1014.9623,923.0891,Infected
2162,0.0,1398.2566,1427.366,752.2027,Infected
2165,0.0,684.8937,0.0,1848.3712,Infected
2169,0.0,651.9923,0.0,1436.4958,Infected
2171,0.0,1002.9128,1327.7906,706.7568,Infected
2173,0.0,2776.2824,0.0,771.987,Infected
2177,0.0,1983.3618999999999,0.0,768.15,Infected
2178,0.0,5563.7622,0.0,1005.2749,Infected
2180,725.5555,770.6616,1372.8645,3386.9261,Infected
2181,0.0,747.6718,858.5294,984.377,Infected
2186,0.0,832.3665,0.0,803.7513,Infected
2191,0.0,2728.6492,0.0,586.4415,Infected
2192,0.0,706.044,0.0,1016.6381,Infected
2198,514.0979,2092.588,0.0,1312.1299,Infected
2199,0.0,682.5722,0.0,617.3431,Infected
2202,0.0,1365.2999,0.0,735.6165,Infected
2210,0.0,2901.7774999999997,0.0,1144.1811,Infected
2212,0.0,1405.8593999999998,1975.5425,1374.2979,Infected
2214,1013.5309,3967.7269,0.0,1037.0645,Infected
2216,917.8975,5488.912300000001,0.0,892.158,Infected
2217,0.0,691.3421,0.0,862.8009,Infected
2219,0.0,1430.9651,0.0,2459.948,Infected
2230,0.0,1335.8186,0.0,4747.9642,Infected
2231,0.0,2403.0362999999998,0.0,2319.6629,Infected
2235,0.0,3701.0258000000003,0.0,1787.6615,Infected
2239,0.0,2314.8574,0.0,1823.0378,Infected
2240,0.0,728.5595,0.0,1254.7323,Infected
2241,0.0,658.5268,0.0,1887.5481,Infected
2243,858.0625,1481.9206,836.4129,847.4863,Infected
2245,0.0,734.4068,0.0,1787.874,Infected
2247,863.6524,685.5019,0.0,3537.1184000000003,Infected
2250,0.0,1464.2914,0.0,613.1579,Infected
2251,0.0,619.7692,0.0,1318.8975,Infected
2252,621.1761,1329.1054,2796.9605,1771.0015,Infected
2253,0.0,727.9883,0.0,536.1364,Infected
2254,0.0,3373.7923,0.0,2490.6675999999998,Infected
2256,0.0,755.5422,0.0,920.023,Infected
2269,0.0,609.418,0.0,1576.037,Infected
2274,0.0,756.8718,0.0,1248.3463000000002,Infected
2276,0.0,625.4436,0.0,1361.9727,Infected
2277,0.0,1608.3234,0.0,1188.1656,Infected
2279,0.0,601.6893,0.0,1970.2686,Infected
2280,0.0,801.2798,0.0,730.1485,Infected
2282,0.0,3419.4719000000005,0.0,1118.0367999999999,Infected
2283,0.0,4333.9003,0.0,766.6964,Infected
2287,0.0,676.0651,0.0,2215.5125,Infected
2288,754.8773,969.9945,0.0,1534.9207999999999,Infected
2302,854.1028,3673.7392999999997,0.0,2053.1699,Infected
2304,0.0,2857.7,0.0,3693.1157999999996,Infected
2306,0.0,4241.2393,0.0,575.0688,Infected
2309,0.0,1557.7759,0.0,2617.2578,Infected
2310,0.0,1263.2382,1102.4026,2047.2240000000002,Infected
2314,0.0,920.3105,0.0,1909.0684999999999,Infected
2315,0.0,2311.8327,0.0,774.3684,Infected
2320,0.0,1071.0048,0.0,2067.6574,Infected
2325,0.0,870.4348,0.0,606.386,Infected
2326,0.0,1290.3031999999998,0.0,625.7075,Infected
2330,0.0,861.0287,0.0,811.201,Infected
2339,0.0,764.9576,0.0,848.7184,Infected
2344,0.0,3096.1662,0.0,577.1414,Infected
2359,0.0,5137.814399999999,0.0,1410.4006,Infected
2360,0.0,2217.92,0.0,595.2427,Infected
2365,0.0,997.1183,927.567,1179.1666,Infected
2369,0.0,756.2459,857.3238,813.3436,Infected
2372,0.0,999.7098,0.0,1357.828,Infected
2373,0.0,1656.9948,0.0,631.2451,Infected
2375,0.0,1074.504,1199.8534,4415.8513,Infected
2377,0.0,6635.463299999999,3691.978,2127.5008,Infected
2381,0.0,1857.6295,0.0,1376.1724,Infected
2388,0.0,3023.6459,0.0,660.2331,Infected
2389,0.0,3974.2057999999997,0.0,1750.4832000000001,Infected
2393,0.0,2710.3739,0.0,1711.5789,Infected
2413,0.0,932.6539,0.0,1456.7253999999998,Infected
2415,0.0,1435.0155,0.0,983.9056,Infected
2421,0.0,3554.1005,0.0,627.4773,Infected
2431,786.8807,2039.4308,1234.2079,1046.1356,Infected
2432,0.0,3697.822,0.0,565.0891,Infected
2441,0.0,2506.2263000000003,0.0,1158.406,Infected
2443,0.0,1409.8838,0.0,660.1177,Infected
2447,0.0,1510.4748,0.0,654.239,Infected
2457,0.0,2781.1448,0.0,533.193,Infected
2460,0.0,764.8644,0.0,3461.8614,Infected
2476,0.0,1548.1362,0.0,2746.0237,Infected
2487,0.0,1007.7468,0.0,2281.1477,Infected
2488,0.0,744.0857,0.0,533.8915,Infected
2489,0.0,1476.6777,2925.6901,1394.3620999999998,Infected
2493,0.0,1345.2305,0.0,671.75,Infected
2501,0.0,3426.0573999999997,0.0,673.5039,Infected
2507,0.0,1841.2640999999999,0.0,1657.6602,Infected
2508,734.5585,1432.5074,866.875,4269.1265,Infected
2509,1637.7422,2300.343,0.0,1301.5873,Infected
2511,0.0,2603.3342000000002,0.0,2328.8964,Infected
2516,717.9174,2594.8914999999997,0.0,5791.4308,Infected
2520,0.0,2390.0535,0.0,1249.3228,Infected
2526,0.0,2491.1984,636.657,802.8261,Infected
2528,0.0,2143.3421,770.3428,3474.8489,Infected
2530,0.0,998.639,1225.2192,936.0611,Infected
2533,696.1542,6593.9367,0.0,4190.7343,Infected
2538,0.0,7642.5323,0.0,1524.1227,Infected
2544,0.0,908.3403,652.7353,617.3037,Infected
2545,0.0,8554.148099999999,0.0,1478.0993,Infected
2546,606.5714,1315.3104,3495.1052,715.3095,Infected
2547,0.0,3083.707,0.0,3082.0437,Infected
2550,0.0,1623.6456,1302.5682000000002,539.6928,Infected
2555,693.6336,5803.9455,784.5284,720.4351,Infected
2558,0.0,3732.8326,0.0,3246.2230999999997,Infected
2561,0.0,3944.5648,1969.6304,585.3666,Infected
2565,0.0,863.198,705.8053,1999.8143,Infected
2568,0.0,1162.5385,710.4882,604.7745,Infected
2578,0.0,1081.0377,0.0,3515.5371,Infected
2583,0.0,2084.2676,0.0,752.2292,Infected
2584,0.0,2075.5189,0.0,1613.7463,Infected
2586,0.0,1082.3188,1785.2615,596.076,Infected
2593,721.488,2399.6567,0.0,1406.0293000000001,Infected
2599,0.0,921.8722,1393.7882,823.9289,Infected
2623,0.0,896.017,2508.2362000000003,2074.4762,Infected
2628,561.475,877.1746,793.9329,2108.6666,Infected
2644,0.0,1152.1941,0.0,2434.8455000000004,Infected
2651,0.0,1076.7115,0.0,1672.334,Infected
2661,1144.9549000000002,726.0092,0.0,1572.6714,Infected
2664,0.0,1533.3354,0.0,4649.9067,Infected
2665,545.65,962.3465,0.0,1498.3441,Infected
2681,0.0,1167.5714,2037.2402,1150.7119,Infected
2711,0.0,751.616,0.0,2053.5638,Infected
2713,0.0,2556.9072,1355.7063,2788.8101,Infected
2714,0.0,4521.7502,0.0,778.9194,Infected
2721,0.0,1414.6362,1471.2093,2022.9257000000002,Infected
2732,0.0,720.3704,0.0,3175.7484000000004,Infected
2742,1584.75,2246.1632,546.7603,2885.7537,Infected
2743,1237.3987,1283.6228,0.0,5095.4573,Infected
2745,0.0,2844.1028,1240.3446,1211.8661000000002,Infected
2746,0.0,1269.7645,0.0,2852.2054,Infected
2748,0.0,3665.4339,0.0,950.9902,Infected
2750,0.0,5417.872600000001,739.1543,589.4834,Infected
2754,5552.4563,1342.9074,1618.2752,555.4276,Infected
2755,0.0,1469.363,766.7206,3521.5048,Infected
2758,0.0,1670.4224,730.8333,765.7834,Infected
2759,0.0,2950.7651,608.8241,627.0552,Infected
2764,0.0,3223.498,611.2564,836.1451,Infected
2765,1061.7333,2109.1052,1325.5036,1029.4646,Infected
2766,0.0,1458.1776,1964.1951,1610.2462,Infected
2767,0.0,2240.5229,1343.4054,947.2465,Infected
2768,0.0,2773.3873,0.0,952.2816,Infected
2771,1167.0112,6819.8567,0.0,2082.7515,Infected
2772,0.0,1258.8191000000002,1498.1291999999999,768.3545,Infected
2778,0.0,605.2487,0.0,629.1,Infected
2779,0.0,1394.2187,1664.0112,3544.3459000000003,Infected
2783,0.0,1464.2986,1789.441,1504.2157000000002,Infected
2784,0.0,3795.9080999999996,0.0,740.7624,Infected
2787,0.0,3287.5186000000003,640.4916,561.8699,Infected
2788,0.0,687.0755,1723.9642,745.0,Infected
2789,0.0,2067.0114000000003,0.0,663.3295,Infected
2790,3339.6374,2808.6779,0.0,3047.3746,Infected
2791,2046.7703000000001,659.1545,1882.9396000000002,1901.143,Infected
2795,0.0,676.4706,0.0,817.1242,Infected
2799,0.0,1621.7552999999998,540.4662,2484.6335,Infected
2802,0.0,2850.7473,1672.9980999999998,3318.2789000000002,Infected
2803,0.0,671.6916,0.0,689.7288,Infected
2805,0.0,8237.426700000002,1203.1937,959.3006,Infected
2809,1612.0486,4687.94,0.0,3612.0101999999997,Infected
2810,1893.5839,1608.3009,772.1007,727.201,Infected
2811,1405.7273,1439.1198,0.0,735.6104,Infected
2819,0.0,2021.4919,0.0,1529.3804,Infected
2821,0.0,3624.6142999999997,0.0,825.7411,Infected
2823,0.0,1378.6543000000001,686.2861,597.4412,Infected
2825,0.0,1625.6559,2673.4937,3546.2935,Infected
2826,0.0,1924.163,0.0,4225.5112,Infected
2827,0.0,3215.8311,0.0,1682.099,Infected
2828,0.0,732.2917,0.0,529.3173,Infected
2829,0.0,695.5789,1708.6104999999998,756.9233,Infected
2831,0.0,1357.0609,0.0,2613.4339,Infected
2832,0.0,2123.7666,1300.3006,740.0339,Infected
2839,0.0,5545.403700000001,832.0874,627.5639,Infected
2840,0.0,665.8682,0.0,534.4789,Infected
2841,935.2349,2608.8486,3850.7859,1150.4468,Infected
2843,0.0,690.4733,1708.6809,1008.014,Infected
2844,0.0,659.8058,0.0,606.3186,Infected
2850,0.0,633.9102,0.0,724.2339,Infected
2854,0.0,1573.7023,0.0,2177.7734,Infected
2862,0.0,1597.1806000000001,0.0,545.1769,Infected
2863,1105.6511,1110.6079,0.0,1309.8165,Infected
2864,0.0,1227.6188,0.0,734.2737,Infected
2865,4804.5423,1436.1297,0.0,4854.956099999999,Infected
2866,0.0,1394.0718,0.0,2538.3003,Infected
2867,0.0,2009.8786,929.6265,1337.1855,Infected
2870,0.0,1279.3305,4573.8691,1231.1094,Infected
2871,0.0,664.123,1047.6432,896.713,Infected
2873,0.0,2219.6953000000003,0.0,819.5417,Infected
2874,0.0,634.0588,0.0,1028.5934,Infected
2875,1749.6466,3391.4418,0.0,1106.8544,Infected
2876,0.0,717.3771,0.0,997.6718,Infected
2885,1707.2692000000002,1784.194,1297.4343,807.6151,Infected
2899,0.0,5051.617,0.0,3817.0935,Infected
2904,0.0,1764.7055,0.0,2636.2966,Infected
2908,0.0,2332.186,0.0,692.5938,Infected
2910,0.0,2745.3207,0.0,2226.0747,Infected
2912,0.0,1691.7245,0.0,2180.6159,Infected
2914,0.0,829.1417,0.0,1037.5588,Infected
2915,0.0,909.2619,0.0,2251.5855,Infected
2918,0.0,899.157,5370.1417,986.3759,Infected
2919,0.0,792.1857,0.0,687.5346,Infected
2922,0.0,3491.8153,0.0,714.5748,Infected
2928,708.3243,950.3933,0.0,3350.4637000000002,Infected
2929,0.0,1613.2869999999998,0.0,993.4061,Infected
2931,0.0,748.221,1278.3497,1263.2216,Infected
2934,0.0,949.9513,0.0,8460.8941,Infected
2935,0.0,1239.1797,0.0,3650.3339,Infected
2942,0.0,1029.0834,0.0,695.9677,Infected
2943,0.0,782.6727,0.0,864.5587,Infected
2945,0.0,2546.4202,0.0,1628.8042,Infected
2946,0.0,713.2513,2768.3246,4422.7878,Infected
2949,0.0,1258.1057,0.0,2988.9644,Infected
2951,0.0,1614.0782,0.0,712.3535,Infected
2961,0.0,831.5538,0.0,1395.9097,Infected
2965,0.0,1011.92,4371.3087000000005,911.2759,Infected
2967,0.0,4880.9138,0.0,7329.053,Infected
2974,0.0,939.5229,0.0,3402.7968,Infected
2983,0.0,776.2523,2010.6472,4288.1824,Infected
2994,0.0,1934.7048,0.0,1467.7937,Infected
2998,0.0,2576.9665,0.0,2971.7472,Infected
3008,0.0,2203.8329,11345.4787,4279.983700000001,Infected
3014,0.0,835.8079,0.0,742.5878,Infected
3016,0.0,2147.6651,0.0,2334.1003,Infected
3020,0.0,752.0511,2264.307,753.9441,Infected
3021,0.0,1508.7477,0.0,1583.1626,Infected
3029,0.0,799.1724,0.0,1777.3815,Infected
3031,0.0,2848.3136,0.0,1836.1475,Infected
3033,0.0,2588.9371,0.0,4194.6915,Infected
3038,0.0,6367.4507,0.0,846.03,Infected
3043,846.5643,697.121,2539.1826,1764.9151000000002,Infected
3047,0.0,724.6296,1644.3359,1621.8784,Infected
3051,0.0,784.5936,0.0,2895.5165,Infected
3052,0.0,889.5101,0.0,2190.1481999999996,Infected
3055,0.0,811.9756,0.0,695.7072,Infected
3056,0.0,1635.8205,0.0,1257.6727,Infected
3057,0.0,906.6992,0.0,640.5367,Infected
3064,0.0,3398.4899,1103.1277,1862.8667,Infected
3065,0.0,1873.6693,0.0,1112.6804,Infected
3069,0.0,647.0464,1106.8785,652.1935,Infected
3071,0.0,1322.2105999999999,0.0,3390.4655000000002,Infected
3075,0.0,769.1106,1943.04,977.8825,Infected
3076,0.0,751.2308,0.0,838.6188,Infected
3077,0.0,4027.5061,0.0,694.0623,Infected
3078,0.0,3661.3321000000005,0.0,1796.9939,Infected
3086,1555.515,676.1855,1387.3616,646.0182,Infected
3089,0.0,5996.0362000000005,0.0,745.8461,Infected
3090,0.0,2428.3499,0.0,1585.6728,Infected
3092,0.0,2606.0807,0.0,823.5636,Infected
3093,0.0,1361.697,2966.8491,3109.1273,Infected
3099,0.0,3642.4633999999996,3360.3419,4242.022,Infected
3103,0.0,1588.2321,0.0,878.9855,Infected
3104,0.0,2793.3257,1565.7581,856.5423,Infected
3105,0.0,1354.1848,0.0,2565.2864,Infected
3106,0.0,656.7669,1459.7177,4347.2654,Infected
3109,0.0,1300.4855,0.0,3092.8196000000003,Infected
3114,0.0,672.1557,950.488,3604.6104,Infected
3122,0.0,641.1782,3252.1469,530.0926,Infected
3126,0.0,872.3732,0.0,1508.8376,Infected
3128,0.0,1471.1607,0.0,1945.7108,Infected
3130,0.0,2130.9696,0.0,1987.8795,Infected
3131,0.0,769.2079,3625.3999,649.4143,Infected
3132,0.0,2725.7965999999997,0.0,1030.3715,Infected
3136,0.0,716.6913,1735.6948,2067.562,Infected
3138,0.0,622.9426,954.8547,841.8548,Infected
3142,0.0,618.9508,0.0,585.8532,Infected
3146,0.0,595.6035,6561.3306,835.1875,Infected
3148,0.0,651.6783,0.0,1334.5951,Infected
3152,0.0,875.7544,0.0,741.567,Infected
3156,0.0,5757.916,0.0,674.5445,Infected
3157,0.0,2046.8268000000003,0.0,1085.3219,Infected
3161,0.0,789.9053,0.0,1546.6533,Infected
3180,0.0,687.2019,0.0,2556.7066,Infected
3181,667.4272,1704.7956,0.0,2258.9262,Infected
3182,0.0,841.3509,0.0,917.1807,Infected
3184,0.0,720.4783,0.0,1250.1725999999999,Infected
3191,0.0,1610.2399,891.3738,676.9577,Infected
3193,0.0,3973.1906999999997,1192.7812,1286.2887,Infected
3196,0.0,2823.1398,0.0,581.9077,Infected
3198,0.0,918.5874,0.0,1981.6143,Infected
3200,0.0,1656.8684,0.0,2219.6521,Infected
3206,0.0,756.4662,2083.3842,2350.9144,Infected
3211,0.0,789.4838,0.0,699.9318,Infected
3216,0.0,2050.9261,0.0,1625.9213,Infected
3222,0.0,4055.2684999999997,0.0,713.6985,Infected
3228,0.0,926.6075,0.0,765.377,Infected
3234,0.0,1419.425,0.0,816.8226,Infected
3235,0.0,842.9815,1269.2827,1363.4724,Infected
3239,0.0,853.8238,0.0,991.1149,Infected
3240,0.0,661.0174,0.0,1498.3215,Infected
3241,0.0,719.8505,858.5051,1421.9106,Infected
3243,0.0,1433.2750999999998,0.0,690.2605,Infected
3247,0.0,738.215,1259.8286,1855.756,Infected
3250,0.0,646.4951,0.0,1252.1482,Infected
3253,0.0,736.0962,0.0,1012.8729,Infected
3262,0.0,648.7327,0.0,3353.5618,Infected
3263,788.0648,781.5135,0.0,3223.2523,Infected
3265,0.0,788.8779,0.0,612.7941,Infected
3266,0.0,4558.5505,0.0,3652.5588,Infected
3272,0.0,645.1512,1065.6666,1814.1034,Infected
3273,0.0,854.7921,0.0,1528.1163,Infected
3274,0.0,634.1985,1166.1549,1196.0396,Infected
3275,972.3376,854.0167,0.0,1778.1563,Infected
3283,0.0,707.3777,0.0,500.1282,Infected
3284,0.0,1696.5559,860.3566,751.5034,Infected
3295,0.0,702.9617,0.0,1417.8483,Infected
3298,0.0,4305.1410000000005,0.0,1419.2127999999998,Infected
3305,0.0,2251.1337,0.0,1776.5039,Infected
3314,0.0,2179.6637,0.0,624.5229,Infected
3316,0.0,1669.047,0.0,787.6768,Infected
3321,0.0,3558.2136,0.0,584.0833,Infected
3327,0.0,871.8461,0.0,967.2486,Infected
3334,0.0,4653.804,0.0,820.4636,Infected
3345,0.0,1671.9631,3127.4948000000004,1465.0243999999998,Infected
3350,0.0,1749.6309,0.0,505.1905,Infected
3351,0.0,2699.1108000000004,0.0,771.5615,Infected
3357,0.0,2761.1935999999996,0.0,748.0745,Infected
3364,0.0,688.313,0.0,3143.8103,Infected
3369,0.0,1197.8928,0.0,579.5307,Infected
3379,0.0,678.219,1040.0496,613.4263,Infected
3383,0.0,630.0847,1679.4866,879.9764,Infected
3385,0.0,5988.903399999999,0.0,1191.5868,Infected
3386,0.0,2639.8714,0.0,1715.8867,Infected
3387,563.1978,730.1025,0.0,1057.0463,Infected
3394,0.0,829.3739,1259.7271,624.9225,Infected
3397,0.0,819.7617,1219.3359,905.9565,Infected
3400,0.0,1592.5244,0.0,1232.7972,Infected
3406,0.0,743.9537,0.0,2105.4864,Infected
3409,0.0,650.3879,1196.4016,2206.2273999999998,Infected
3410,0.0,1377.1704,0.0,565.6768,Infected
3413,0.0,2150.0393999999997,0.0,651.8578,Infected
3419,0.0,737.8505,0.0,2145.1543,Infected
3422,0.0,826.1168,993.0958,557.0476,Infected
3424,0.0,3140.9271,0.0,802.4804,Infected
3425,0.0,656.5312,0.0,761.7623,Infected
3429,0.0,2117.7923,0.0,1019.4618,Infected
3432,0.0,803.7308,0.0,2424.7290000000003,Infected
3434,0.0,4487.1015,0.0,3355.9245,Infected
3437,0.0,2055.6387999999997,3491.3787,618.75,Infected
3454,0.0,2325.9986,0.0,730.1334,Infected
3455,0.0,3276.4734,0.0,1018.0931,Infected
3456,0.0,655.1617,0.0,5395.729399999999,Infected
3467,0.0,647.5893,0.0,718.5187,Infected
3487,0.0,1472.915,0.0,709.2816,Infected
3498,0.0,2405.2354,1875.8707,910.8669,Infected
3512,0.0,2795.3985000000002,0.0,2259.5542000000005,Infected
3515,0.0,2363.7896,0.0,1776.3867,Infected
3523,0.0,1728.563,0.0,549.8188,Infected
3525,0.0,2435.6298,0.0,2407.5208000000002,Infected
3528,0.0,1006.4587,0.0,2681.2714,Infected
3529,1193.3163,822.2837,1103.4777,1595.6169,Infected
3530,0.0,940.8391,0.0,3593.8184,Infected
3536,1005.4902,1656.1529999999998,897.9086,812.2006,Infected
3553,0.0,799.3921,0.0,2919.465,Infected
3555,0.0,2337.5728,1421.4272,2288.0929,Infected
3564,1805.8907,791.444,0.0,783.1346,Infected
3566,0.0,1459.9490999999998,911.8396,5115.3397,Infected
3567,0.0,734.7759,0.0,2067.4596,Infected
3569,0.0,3386.9867,0.0,1766.1075,Infected
3570,0.0,666.3452,0.0,3688.0312,Infected
3571,0.0,3710.3570999999993,0.0,616.6392,Infected
3572,0.0,2183.402,872.3826,637.6464,Infected
3574,0.0,2116.1623,0.0,664.0803,Infected
3580,0.0,720.0059,0.0,757.3527,Infected
3610,0.0,3574.9246,0.0,1222.4172,Infected
3626,0.0,744.5436,2262.843,1086.9707,Infected
3657,0.0,5451.8777,2085.7462,906.1765,Infected
3667,0.0,5214.3233,1515.7583,988.3612,Infected
3676,0.0,719.4615,1861.3701,1005.2928,Infected
3695,0.0,865.4966,1933.4141,1154.3043,Infected
3728,0.0,3651.9819,2641.1995,1160.8273,Infected
3729,0.0,2357.5852,871.226,923.4857,Infected
3730,0.0,734.1185,0.0,826.9658,Infected
3731,0.0,1666.1155,1540.811,926.7632,Infected
3742,0.0,1743.6716000000001,0.0,2892.4349,Infected
3747,0.0,2057.4744,1541.779,2471.668,Infected
3783,0.0,1341.4639000000002,1458.3708,2935.9975999999997,Infected
3786,0.0,2905.9973,0.0,890.432,Infected
3788,0.0,987.6489,2533.6717,811.875,Infected
3805,0.0,690.0773,2632.8779,2230.3054,Infected
3806,0.0,661.2256,1737.1385,1103.677,Infected
3820,0.0,982.8039,2506.6751999999997,3126.5653,Infected
3823,0.0,2450.3169,0.0,4027.7468,Infected
3827,0.0,657.601,1323.2383,957.3826,Infected
3830,0.0,1043.2684,0.0,901.4785,Infected
3835,0.0,3295.1091,0.0,1647.238,Infected
3846,0.0,5736.2884,2446.0006000000003,1224.5602,Infected
3857,0.0,3665.8886,2319.0798,773.4201,Infected
3871,0.0,4067.8269,1261.7094,1027.25,Infected
3873,0.0,822.4081,0.0,3330.1276,Infected
3875,0.0,707.6545,0.0,974.7647,Infected
3878,0.0,6065.6834,2195.2052000000003,889.2759,Infected
3895,0.0,931.1983,899.6627,1275.8221,Infected
3896,0.0,1426.5321,4368.2791,831.5345,Infected
