Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: RS1 mean	Nucleus: RS1 sum	Nucleus: RS1 std dev	Nucleus: RS1 max	Nucleus: RS1 min	Nucleus: RS1 range	Nucleus: RS2 mean	Nucleus: RS2 sum	Nucleus: RS2 std dev	Nucleus: RS2 max	Nucleus: RS2 min	Nucleus: RS2 range	Nucleus: RS3 mean	Nucleus: RS3 sum	Nucleus: RS3 std dev	Nucleus: RS3 max	Nucleus: RS3 min	Nucleus: RS3 range	Nucleus: RS4 mean	Nucleus: RS4 sum	Nucleus: RS4 std dev	Nucleus: RS4 max	Nucleus: RS4 min	Nucleus: RS4 range	Nucleus: RS5 mean	Nucleus: RS5 sum	Nucleus: RS5 std dev	Nucleus: RS5 max	Nucleus: RS5 min	Nucleus: RS5 range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: RS1 mean	Cell: RS1 std dev	Cell: RS1 max	Cell: RS1 min	Cell: RS2 mean	Cell: RS2 std dev	Cell: RS2 max	Cell: RS2 min	Cell: RS3 mean	Cell: RS3 std dev	Cell: RS3 max	Cell: RS3 min	Cell: RS4 mean	Cell: RS4 std dev	Cell: RS4 max	Cell: RS4 min	Cell: RS5 mean	Cell: RS5 std dev	Cell: RS5 max	Cell: RS5 min	Cytoplasm: RS1 mean	Cytoplasm: RS1 std dev	Cytoplasm: RS1 max	Cytoplasm: RS1 min	Cytoplasm: RS2 mean	Cytoplasm: RS2 std dev	Cytoplasm: RS2 max	Cytoplasm: RS2 min	Cytoplasm: RS3 mean	Cytoplasm: RS3 std dev	Cytoplasm: RS3 max	Cytoplasm: RS3 min	Cytoplasm: RS4 mean	Cytoplasm: RS4 std dev	Cytoplasm: RS4 max	Cytoplasm: RS4 min	Cytoplasm: RS5 mean	Cytoplasm: RS5 std dev	Cytoplasm: RS5 max	Cytoplasm: RS5 min	Nucleus/Cell area ratio	Subcellular: Channel 2: Num spots estimated	Subcellular: Channel 2: Num single spots	Subcellular: Channel 2: Num clusters	Subcellular: Channel 3: Num spots estimated	Subcellular: Channel 3: Num single spots	Subcellular: Channel 3: Num clusters	Subcellular: Channel 4: Num spots estimated	Subcellular: Channel 4: Num single spots	Subcellular: Channel 4: Num clusters	Subcellular: Channel 5: Num spots estimated	Subcellular: Channel 5: Num single spots	Subcellular: Channel 5: Num clusters	Num spots	Subcellular cluster: Channel 5: Area	Subcellular cluster: Channel 5: Mean channel intensity	Subcellular cluster: Channel 3: Area	Subcellular cluster: Channel 3: Mean channel intensity	Subcellular cluster: Channel 2: Area	Subcellular cluster: Channel 2: Mean channel intensity	Subcellular cluster: Channel 4: Area	Subcellular cluster: Channel 4: Mean channel intensity
Slide7 Naive3.czi	PathCellObject		PathAnnotationObject	Polygon	18.64	13.72	60.5	30.6857	0.8074	11.3483	7.6064	0.7581	813.8506	196138	639.1193	4023	297	3726	31.8714	7681	22.9166	137	1	136	205.9004	49622	84.9279	538	76	462	59.5643	14355	40.3321	277	15	262	59.3361	14300	73.8539	415	10	405	239.25	58.3046	0.8844	20.084	16.8583	0.3771	297.7206	449.4538	4023	8	48.2951	25.7603	138	1	150.6298	68.4727	538	24	118.9593	73.1285	352	9	33.903	42.019	415	4	124.4791	116.5617	726	8	53.8078	24.2848	138	7	132.078	49.7861	383	24	138.8955	70.831	352	9	25.3663	15.5859	219	4	0.2493	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	PathCellObject		PathAnnotationObject	Polygon	88.63	13.39	17.75	20.3034	0.5411	7.0538	4.1342	0.8561	783.9054	58009	696.7137	3847	191	3656	38.3243	2836	16.841	81	2	79	244.8649	18120	110.8538	665	100	565	133.6216	9888	70.3745	375	42	333	43.8378	3244	42.7936	290	10	280	167.5	48.2415	0.9044	16.974	11.7252	0.7222	227.7946	331.1216	3847	28	49.9598	19.5083	141	2	145.3943	65.1506	665	44	149.9747	72.821	380	24	27.5387	18.8328	290	7	158.9783	144.2208	1329	28	51.3997	19.3445	141	13	133.0853	43.473	362	44	151.9983	72.9203	380	24	25.5217	11.7349	161	7	0.1039	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	PathCellObject		PathAnnotationObject	Polygon	218.12	15.21	12.75	15.3059	0.6839	5.8151	3.4029	0.863	790.2807	45046	515.8431	2203	169	2034	36.4912	2080	17.2907	82	4	78	226.3509	12902	100.736	483	63	420	60.6842	3459	21.8552	118	21	97	41.2456	2351	19.7749	89	10	79	149.5	45.0205	0.9269	15.8851	13.0709	0.5585	156.843	277.5204	2203	5	33.2859	19.6436	101	4	122.9769	82.0648	535	17	80.7074	64.2833	287	8	22.1669	14.3694	99	3	90.9562	107.8929	626	5	32.9526	19.8567	101	5	112.2244	71.8899	535	17	82.7901	66.8426	287	8	20.1825	12.0867	99	3	0.0874	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	PathCellObject		PathAnnotationObject	Polygon	53.04	17.3	10	12.2416	0.8386	4.6223	2.913	0.7393	1013.2045	44581	718.4177	3540	407	3133	34.1818	1504	27.6626	128	5	123	274.8182	12092	106.2849	614	162	452	69.9773	3079	55.508	243	33	210	87.7727	3862	68.1581	334	20	314	70.25	31.9281	0.866	11.7512	8.9827	0.5908	329.3652	425.3392	3540	66	56.5887	25.8315	133	5	175.8688	71.9001	614	58	155.4007	79.8012	371	20	38.4149	35.934	334	10	202.9412	134.123	831	66	60.7311	23.2781	133	7	157.5756	43.8866	314	58	171.1933	73.3913	371	20	29.2899	12.3376	102	10	0.1457	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	PathCellObject		PathAnnotationObject	Polygon	108.36	19.83	43	24.2468	0.9191	8.8952	6.7177	0.6073	829.2458	148435	364.6453	3201	373	2828	30.8101	5515	27.3103	124	0	124	190.7933	34152	62.5354	505	73	432	63.5978	11384	45.0268	263	22	241	35.9832	6441	21.8042	160	10	150	234	54.9467	0.974	18.7125	16	0.4584	278.7303	320.2108	3201	23	54.4904	26.3935	155	0	146.7102	53.0583	505	34	144.3153	74.8154	375	22	30.5021	15.8388	160	6	149.5793	87.5558	558	23	60.0459	22.8779	155	13	136.3683	44.7144	309	34	163.2516	67.4466	375	27	29.2163	13.7852	111	6	0.1847	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	PathCellObject		PathAnnotationObject	Polygon	142	19.62	63.25	30.1288	0.8756	10.3607	8.3309	0.5428	1073.4865	278033	652.3678	4080	263	3817	62.5985	16213	51.7645	255	0	255	689.0425	178462	500.7713	4415	196	4219	60.1158	15570	49.2685	387	14	373	1710.5869	443042	1429.3317	8548	148	8400	240.75	57.6603	0.91	19.493	15.3207	0.5071	386.7619	544.6675	4080	15	60.264	43.4833	437	0	320.0197	387.6126	4415	25	106.3292	68.2805	387	14	740.2464	1153.4768	8548	9	135.1895	116.5601	679	15	59.4088	40.0312	437	11	184.8331	213.2146	2243	25	123.2588	66.4457	313	14	384.7751	774.6415	7919	9	0.2607	0	0	0	38.6629	0	1	0	0	0	93.733	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	Subcellular cluster: Channel 3 object	Subcellular cluster: Channel 3 object	PathCellObject	Geometry	143.58	20.57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.6629	NaN	NaN	38.6629	1029.8312	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	Subcellular cluster: Channel 5 object	Subcellular cluster: Channel 5 object	PathCellObject	Geometry	142.37	20.29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.733	93.733	1707.7462	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	PathCellObject		PathAnnotationObject	Polygon	177.87	19.48	25.5	23.3007	0.5902	8.1671	4.9917	0.8336	670.5091	73756	235.0946	1563	247	1316	51.5273	5668	39.8954	324	5	319	211.7727	23295	53.8763	356	102	254	112.6818	12395	63.8204	342	40	302	44.4	4884	28.724	150	15	135	168.75	53.9361	0.7289	18.006	12.8954	0.7618	227.2781	254.1457	1648	21	58.1331	27.036	324	5	157.3698	53.5573	382	45	160.3299	69.4381	355	26	32.0296	21.0992	247	6	141.1378	144.2969	1648	21	59.417	23.5806	161	8	146.7968	46.6759	382	45	169.5901	66.6834	355	26	29.6254	18.36	247	6	0.1528	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	PathCellObject		PathAnnotationObject	Polygon	80.23	22.61	35.75	31.2552	0.4599	8.8565	7.0555	0.6889	1538	229162	853.7191	5034	273	4761	36.7718	5479	27.3879	132	0	132	370.7785	55246	212.8279	1372	113	1259	73.8926	11010	37.6747	235	21	214	80.1544	11943	83.193	550	17	533	217.75	54.0918	0.9352	18.7174	14.3778	0.6028	431.4875	636.8775	5034	26	60.2249	25.4436	156	0	195.8539	131.6025	1372	47	150.3002	70.0322	312	21	60.3322	178.7979	2896	8	204.7056	193.6415	1278	26	65.0316	22.1654	156	2	160.0027	63.8194	647	47	165.9601	64.6373	312	26	56.2696	192.4102	2896	8	0.1653	0	0	0	2	2	0	0	0	0	1	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	Subcellular spot: Channel 3 object	Subcellular spot: Channel 3 object	PathCellObject	Geometry	80.02	18.83	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	0.5589	803.9286	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	Subcellular spot: Channel 3 object	Subcellular spot: Channel 3 object	PathCellObject	Geometry	83.49	20.91	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	3.3533	940.6443	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	Subcellular spot: Channel 5 object	Subcellular spot: Channel 5 object	PathCellObject	Geometry	73.37	23.58	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1.9112	1820.376	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	PathCellObject		PathAnnotationObject	Polygon	14.62	24.44	10	11.8984	0.8876	4.0363	3.4122	0.289	408.7857	17169	176.9615	1033	233	800	41.4286	1740	18.3425	93	16	77	149.3095	6271	39.2928	221	87	134	103.4524	4345	44.0566	196	36	160	22.7381	955	11.4977	65	5	60	92.75	36.8974	0.8561	13.675	9.0109	0.744	146.0241	123.1287	1033	31	59.1872	22.0365	115	13	138.4572	37.5997	243	54	155.3422	61.4572	345	32	22.2273	7.9485	68	5	112.7831	57.7607	416	31	61.4337	21.4586	115	13	137.0843	37.2163	243	54	161.9066	60.2574	345	32	22.1627	7.4016	68	6	0.1026	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3.czi	PathCellObject		PathAnnotationObject	Polygon	152.44	30.55	54.5	32.946	0.631	11.7105	7.8784	0.7025	507.8243	112737	231.5273	1464	193	1271	54.2477	12043	33.9681	174	2	172	188.7793	41909	66.3898	474	75	399	107.3559	23833	87.8655	423	25	398	67.7838	15048	45.9215	279	21	258	252.25	60.1441	0.8763	20.2201	17.5	0.4263	229.691	190.3134	1464	35	64.4867	27.24	174	2	164.5183	83.0313	1121	42	152.9743	73.4502	423	25	49.1797	34.5267	279	5	151.6308	59.6804	432	35	67.3603	24.2904	174	6	157.7092	85.946	1121	42	165.7775	63.2638	407	34	43.9583	28.5062	253	5	0.2149	0	0	0	1	1	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
