Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: RS1 mean	Nucleus: RS1 sum	Nucleus: RS1 std dev	Nucleus: RS1 max	Nucleus: RS1 min	Nucleus: RS1 range	Nucleus: RS2 mean	Nucleus: RS2 sum	Nucleus: RS2 std dev	Nucleus: RS2 max	Nucleus: RS2 min	Nucleus: RS2 range	Nucleus: RS3 mean	Nucleus: RS3 sum	Nucleus: RS3 std dev	Nucleus: RS3 max	Nucleus: RS3 min	Nucleus: RS3 range	Nucleus: RS4 mean	Nucleus: RS4 sum	Nucleus: RS4 std dev	Nucleus: RS4 max	Nucleus: RS4 min	Nucleus: RS4 range	Nucleus: RS5 mean	Nucleus: RS5 sum	Nucleus: RS5 std dev	Nucleus: RS5 max	Nucleus: RS5 min	Nucleus: RS5 range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: RS1 mean	Cell: RS1 std dev	Cell: RS1 max	Cell: RS1 min	Cell: RS2 mean	Cell: RS2 std dev	Cell: RS2 max	Cell: RS2 min	Cell: RS3 mean	Cell: RS3 std dev	Cell: RS3 max	Cell: RS3 min	Cell: RS4 mean	Cell: RS4 std dev	Cell: RS4 max	Cell: RS4 min	Cell: RS5 mean	Cell: RS5 std dev	Cell: RS5 max	Cell: RS5 min	Cytoplasm: RS1 mean	Cytoplasm: RS1 std dev	Cytoplasm: RS1 max	Cytoplasm: RS1 min	Cytoplasm: RS2 mean	Cytoplasm: RS2 std dev	Cytoplasm: RS2 max	Cytoplasm: RS2 min	Cytoplasm: RS3 mean	Cytoplasm: RS3 std dev	Cytoplasm: RS3 max	Cytoplasm: RS3 min	Cytoplasm: RS4 mean	Cytoplasm: RS4 std dev	Cytoplasm: RS4 max	Cytoplasm: RS4 min	Cytoplasm: RS5 mean	Cytoplasm: RS5 std dev	Cytoplasm: RS5 max	Cytoplasm: RS5 min	Nucleus/Cell area ratio	Subcellular: Channel 2: Num spots estimated	Subcellular: Channel 2: Num single spots	Subcellular: Channel 2: Num clusters	Subcellular: Channel 3: Num spots estimated	Subcellular: Channel 3: Num single spots	Subcellular: Channel 3: Num clusters	Subcellular: Channel 4: Num spots estimated	Subcellular: Channel 4: Num single spots	Subcellular: Channel 4: Num clusters	Subcellular: Channel 5: Num spots estimated	Subcellular: Channel 5: Num single spots	Subcellular: Channel 5: Num clusters	Num spots	Subcellular cluster: Channel 5: Area	Subcellular cluster: Channel 5: Mean channel intensity	Subcellular cluster: Channel 3: Area	Subcellular cluster: Channel 3: Mean channel intensity	Subcellular cluster: Channel 2: Area	Subcellular cluster: Channel 2: Mean channel intensity	Subcellular cluster: Channel 4: Area	Subcellular cluster: Channel 4: Mean channel intensity
Slide7 Naive3-1.czi	PathCellObject		PathAnnotationObject	Polygon	108.16	5.4	15.75	20.4207	0.4746	7.0801	3.882	0.8926	542.2656	34705	279.5297	1609	224	1385	41.2656	2641	23.5805	109	8	101	233.7656	14961	65.2813	396	88	308	220.4375	14108	98.8288	386	25	361	49.3594	3159	19.6391	95	11	84	88.75	36.7596	0.8253	13.8779	8.7518	0.7184	152.3241	227.6752	1609	3	30.1856	24.4967	151	3	105.0277	89.952	396	12	98.9806	112.3865	474	10	27.374	27.1218	176	5	68.2963	80.3252	374	3	27.798	24.0672	151	3	77.2862	67.6621	317	12	72.8081	96.9845	474	10	22.6364	26.1824	176	5	0.1735	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3-1.czi	PathCellObject		PathAnnotationObject	Polygon	116.53	4.705	16.75	20.2095	0.5154	7.7128	3.4907	0.9314	661.6761	46979	336.6528	1666	239	1427	33.4366	2374	27.2411	155	0	155	223.5916	15875	67.3996	345	79	266	164.0563	11648	111.1683	412	25	387	40.7183	2891	21.7342	100	8	92	79.25	35.3527	0.7968	13.6813	9	0.7126	226.7165	286.351	1666	18	48.3551	28.8228	155	0	163.2461	70.4289	345	53	173.1713	114.2186	416	16	39.9844	22.7845	143	6	103.188	65.1923	374	18	52.592	27.8843	137	7	146.108	61.3536	322	53	175.76	115.157	416	16	39.776	23.112	143	6	0.2061	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3-1.czi	PathCellObject		PathAnnotationObject	Polygon	128.33	3.367	9.25	15.5493	0.4808	5.8849	2.6134	0.9472	425.8781	17461	96.069	616	255	361	35.9024	1472	15.7016	69	6	63	176.2683	7227	36.5794	255	96	159	137.0732	5620	57.3779	303	35	268	36.2927	1488	11.5461	59	14	45	62	29.8099	0.8768	11.0876	7.5	0.6734	319.34	466.0633	3249	17	36.08	17.2089	105	4	127.584	68.2405	413	47	96.056	65.1896	303	16	30.02	15.8245	102	7	298.4402	505.5495	3249	17	36.1148	17.5243	105	4	118.0335	68.982	413	47	88.0096	63.699	286	16	28.7895	16.2745	102	7	0.151	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3-1.czi	PathCellObject		PathAnnotationObject	Polygon	139.42	3.232	9	12.4395	0.7309	4.891	2.5436	0.8806	516.725	20669	189.7857	1107	215	892	26.675	1067	13.3251	53	1	52	185.275	7411	43.9142	294	104	190	97.275	3891	46.5987	215	26	189	27.4	1096	8.5778	48	10	38	57	30.7087	0.7596	11.072	7.8601	0.7623	147.813	203.7963	1107	3	21.913	14.0359	83	1	84.6043	62.484	294	16	52.6478	50.0291	300	9	16.2348	11.102	65	3	70.1474	89.5728	397	3	20.9105	14.009	83	3	63.4105	41.6674	212	16	43.2526	45.5447	300	9	13.8842	10.1104	65	3	0.1589	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3-1.czi	PathCellObject		PathAnnotationObject	Polygon	178.08	4.839	22	19.5201	0.7256	6.7706	5.1854	0.646	798.1978	72636	407.106	1973	289	1684	38.1758	3474	26.4876	122	5	117	209.1868	19036	49.3004	334	117	217	142.978	13011	78.0548	412	47	365	36.022	3278	14.4722	82	13	69	138.5	44.5691	0.8762	15.6137	10.5	0.6914	196.4811	331.9014	1973	3	29.5964	24.4041	133	1	99.2973	79.546	344	14	90.0288	96.0486	419	8	23.418	19.5459	143	4	78.472	120.3145	594	3	27.9138	23.6418	133	1	77.7457	65.2677	344	14	79.6444	95.8912	419	8	20.9461	19.4697	143	4	0.1579	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3-1.czi	PathCellObject		PathAnnotationObject	Polygon	197.66	7.395	76.25	34.0671	0.8256	11.8458	8.8004	0.5922	377.3903	116991	199.5599	1610	133	1477	35.0774	10874	21.2716	104	8	96	146.5129	45419	51.5658	298	54	244	123.5871	38312	88.1667	422	27	395	31.0355	9621	18.4891	137	6	131	268.75	60.9814	0.9082	21.6066	16	0.6146	159.1707	191.5073	1610	2	34.2662	24.5702	131	2	108.8247	72.8267	334	9	112.1911	103.0256	422	8	26.6651	21.0759	266	3	71.0872	91.8628	654	2	33.9388	25.7882	131	2	93.612	74.6344	334	9	107.5911	108.1617	418	8	24.901	21.7984	266	3	0.284	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3-1.czi	PathCellObject		PathAnnotationObject	Polygon	219.22	9.29	45.5	34.6709	0.4757	13.8847	5.1504	0.9531	309.9734	58275	120.7345	918	142	776	32.4415	6099	16.2218	92	4	88	136.0692	25581	30.6214	243	69	174	101.7181	19123	53.3058	251	26	225	29.1702	5484	11.7493	74	11	63	208	54.7036	0.8735	19.86	12.5	0.7472	129.2605	128.377	918	5	34.0406	18.6432	109	4	102.865	50.9376	275	18	98.2437	80.4568	400	11	26.7276	16.0043	115	5	76.9122	69.5436	522	5	34.5039	19.2746	109	5	93.2465	51.6167	275	18	97.2373	86.7573	400	11	26.02	16.9818	115	5	0.222	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3-1.czi	PathCellObject		PathAnnotationObject	Polygon	156.7	5.91	31.25	23.0659	0.7381	8.8478	5.2779	0.8112	475.6515	62786	179.3488	1025	208	817	46.553	6145	27.1356	130	3	127	158.5152	20924	41.3574	269	63	206	138.4394	18274	74.9599	345	38	307	40.053	5287	16.0535	80	14	66	159.25	46.9236	0.9089	16.5409	13.274	0.5923	165.1108	192.3337	1025	3	39.8393	26.6652	130	3	109.8705	67.6226	307	14	118.5757	102.0617	433	10	30.5117	21.9389	153	3	84.5776	82.1781	318	3	38.0982	26.2898	120	3	97.2554	67.4213	307	14	113.4244	107.4484	433	10	28.0373	22.5862	153	3	0.1986	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3-1.czi	PathCellObject		PathAnnotationObject	Polygon	134.35	10	32.5	32.342	0.3904	11.4976	7.112	0.7291	963.2537	129076	616.4506	3342	260	3082	43.7985	5869	32.3992	128	0	128	287.1567	38479	97.489	527	86	441	203.6642	27291	135.0038	544	20	524	58.7612	7874	30.9251	153	14	139	118.5	49.5583	0.6063	18.7692	10.4158	0.8418	366.4561	508.68	3342	4	38.8891	26.5152	128	0	157.7762	113.9192	527	15	134.4477	128.2525	544	10	39.092	31.0033	185	5	133.9826	138.3709	652	4	36.9767	23.6136	117	3	107.3779	72.6315	361	15	107.4855	114.9206	493	10	31.4302	27.4931	185	5	0.2708	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Slide7 Naive3-1.czi	PathCellObject		PathAnnotationObject	Polygon	120.15	17.54	101.25	40.1972	0.7874	13.2798	11.047	0.4283	650.133	263954	641.5306	4186	77	4109	23.0591	9362	18.6406	112	0	112	167.5	68005	100.3045	610	36	574	84.8892	34465	78.3027	384	14	370	36.9975	15021	29.3235	154	4	150	264	63.448	0.8241	20.7532	18.6377	0.3935	308.2323	488.1389	4186	3	34.2257	26.7161	151	0	128.915	87.8628	610	16	106.1086	100.663	440	11	40.9292	56.9606	1117	4	95.657	113.8402	807	3	41.1685	28.5734	151	4	104.925	69.0942	365	16	119.3017	110.3612	440	11	43.3737	68.6668	1117	5	0.3816	0	0	0	0	0	0	0	0	0	1	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
